sample_id,dataset,modality,subject,split,node_count,edge_count
sample_000083_0066,ixi,mra,IXI189-Guys-0799-MRA_IXI-Guys,train,121,138
sample_000087_0115,ixi,mra,IXI197-Guys-0811-MRA_IXI-Guys,train,121,120
sample_000088_0028,ixi,mra,IXI201-HH-1588-MRA_IXI-HH,train,121,130
sample_000088_0100,ixi,mra,IXI201-HH-1588-MRA_IXI-HH,train,121,125
sample_000090_0011,ixi,mra,IXI205-HH-1649-MRA_IXI-HH,train,121,121
sample_000091_0069,ixi,mra,IXI207-Guys-0809-MRA_IXI-Guys,train,121,127
sample_000091_0101,ixi,mra,IXI207-Guys-0809-MRA_IXI-Guys,train,121,118
sample_000096_0026,ixi,mra,IXI222-Guys-0819-MRA_IXI-Guys,train,121,126
sample_000106_0013,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,121,114
sample_000108_0008,ixi,mra,IXI256-HH-1723-MRA_IXI-HH,train,121,127
sample_000108_0117,ixi,mra,IXI256-HH-1723-MRA_IXI-HH,train,121,122
sample_000109_0062,ixi,mra,IXI258-HH-1769-MRA_IXI-HH,train,121,125
sample_000125_0064,ixi,mra,IXI292-IOP-0877-MRA_IXI-IOP,train,121,136
sample_000139_0100,ixi,mra,IXI371-IOP-0970-MRA_IXI-IOP,train,121,134
sample_000150_0118,ixi,mra,IXI462-IOP-1042-MRA_IXI-IOP,train,121,128
sample_000159_0100,ixi,mra,IXI541-IOP-1146-MRA_IXI-IOP,train,121,129
sample_000175_0092,topbrain,mr,topcow_mr_006,train,121,132
sample_000023_0026,ixi,mra,IXI074-Guys-0771-MRA_IXI-Guys,val,121,130
sample_000039_0131,ixi,mra,IXI099-Guys-0748-MRA_IXI-Guys,val,121,120
sample_000058_0027,ixi,mra,IXI131-HH-1527-MRA_IXI-HH,val,121,123
sample_000071_0010,ixi,mra,IXI162-HH-1548-MRA_IXI-HH,val,121,132
sample_000155_0066,ixi,mra,IXI477-IOP-1141-MRA_IXI-IOP,val,121,146
sample_000028_0028,ixi,mra,IXI084-Guys-0741-MRA_IXI-Guys,test,121,133
sample_000028_0030,ixi,mra,IXI084-Guys-0741-MRA_IXI-Guys,test,121,128
sample_000031_0031,ixi,mra,IXI087-Guys-0768-MRA_IXI-Guys,test,121,119
sample_000052_0007,ixi,mra,IXI122-Guys-0773-MRA_IXI-Guys,test,121,125
sample_000066_0100,ixi,mra,IXI148-HH-1453-MRA_IXI-HH,test,121,125
sample_000104_0099,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,121,116
sample_000131_0031,ixi,mra,IXI315-IOP-0888-MRA_IXI-IOP,test,121,129
